O3;
Wavelength microns;Absorptivity
0.100000000000000000000000000000;1.000000000000000000000000000000
0.300000000000000000000000000000;1.000000000000000000000000000000
0.330000000000000000000000000000;0.400000000000000000000000000000
0.340000000000000000000000000000;0.100000000000000000000000000000
0.345000000000000000000000000000;0.040000000000000000000000000000
0.350000000000000000000000000000;0.000000000000000000000000000000
1.250000000000000000000000000000;0.000000000000006994405055138490
1.250488581160310000000000000000;0.000000000000006994405055138490
1.250977544408450000000000000000;0.000000000000006994405055138490
1.251466890192790000000000000000;0.000000000000006994405055138490
1.251956618962430000000000000000;0.000000000000006994405055138490
1.252446731167160000000000000000;0.000000000000006994405055138490
1.252937227257470000000000000000;0.000000000000006994405055138490
1.253428107684560000000000000000;0.000000000000006994405055138490
1.253919372900340000000000000000;0.000000000000006994405055138490
1.254411023357420000000000000000;0.000000000000006994405055138490
1.254903059509130000000000000000;0.000000000000006994405055138490
1.255395481809520000000000000000;0.000000000000006994405055138490
1.255888290713320000000000000000;0.000000000000006994405055138490
1.256381486676020000000000000000;0.000000000000006994405055138490
1.256875070153780000000000000000;0.000000000000006994405055138490
1.257369041603500000000000000000;0.000000000000006994405055138490
1.257863401482810000000000000000;0.000000000000006994405055138490
1.258358150250040000000000000000;0.000000000000006994405055138490
1.258853288364250000000000000000;0.000000000000006994405055138490
1.259348816285220000000000000000;0.000000000000006994405055138490
1.259844734473450000000000000000;0.000000000000006994405055138490
1.260341043390170000000000000000;0.000000000000006994405055138490
1.260837743497350000000000000000;0.000000000000006994405055138490
1.261334835257670000000000000000;0.000000000000006994405055138490
1.261832319134550000000000000000;0.000000000000006994405055138490
1.262330195592130000000000000000;0.000000000000006994405055138490
1.262828465095300000000000000000;0.000000000000006994405055138490
1.263327128109660000000000000000;0.000000000000006994405055138490
1.263826185101580000000000000000;0.000000000000006994405055138490
1.264325636538130000000000000000;0.000000000000006994405055138490
1.264825482887160000000000000000;0.000000000000006994405055138490
1.265325724617210000000000000000;0.000000000000006994405055138490
1.265826362197600000000000000000;0.000000000000006994405055138490
1.266327396098390000000000000000;0.000000000000006994405055138490
1.266828826790360000000000000000;0.000000000000006994405055138490
1.267330654745060000000000000000;0.000000000000006994405055138490
1.267832880434780000000000000000;0.000000000000006994405055138490
1.268335504332560000000000000000;0.000000000000006994405055138490
1.268838526912180000000000000000;0.000000000000006994405055138490
1.269341948648190000000000000000;0.000000000000006994405055138490
1.269845770015880000000000000000;0.000000000000006994405055138490
1.270349991491290000000000000000;0.000000000000006994405055138490
1.270854613551240000000000000000;0.000000000000006994405055138490
1.271359636673290000000000000000;0.000000000000006994405055138490
