N2O;https://cleanet.org/clean/community/activities/c4.html
Wavelength microns;
0.100000000000000000000000000000;0.000000000000000000000000000000
1.250000000000000000000000000000;0.000000000978133019025051000000
1.250488581160310000000000000000;0.000000001142677952259420000000
1.250977544408450000000000000000;0.000000001351173950503440000000
1.251466890192790000000000000000;0.000000001637664004405790000000
1.251956618962430000000000000000;0.000000002124576958806300000000
1.252446731167160000000000000000;0.000000018345742036629500000000
1.252937227257470000000000000000;0.000000082911220000703200000000
1.253428107684560000000000000000;0.000000144119096989748000000000
1.253919372900340000000000000000;0.000000194956406018854000000000
1.254411023357420000000000000000;0.000000237810246050962000000000
1.254903059509130000000000000000;0.000000277887573951752000000000
1.255395481809520000000000000000;0.000000326923385030042000000000
1.255888290713320000000000000000;0.000000387527056999737000000000
1.256381486676020000000000000000;0.000000459686115950042000000000
1.256875070153780000000000000000;0.000000543060289959207000000000
1.257369041603500000000000000000;0.000000633577938002894000000000
1.257863401482810000000000000000;0.000000737778167003711000000000
1.258358150250040000000000000000;0.000000850040782984784000000000
1.258853288364250000000000000000;0.000000974457087021818000000000
1.259348816285220000000000000000;0.000001113266569041650000000000
1.259844734473450000000000000000;0.000001263779356053260000000000
1.260341043390170000000000000000;0.000001428658173985300000000000
1.260837743497350000000000000000;0.000001609368538990630000000000
1.261334835257670000000000000000;0.000001807048747970440000000000
1.261832319134550000000000000000;0.000002022275795043880000000000
1.262330195592130000000000000000;0.000002257553594953170000000000
1.262828465095300000000000000000;0.000002513667402004320000000000
1.263327128109660000000000000000;0.000002791463300955140000000000
1.263826185101580000000000000000;0.000003091686323952740000000000
1.264325636538130000000000000000;0.000003416064353944930000000000
1.264825482887160000000000000000;0.000003764968305008940000000000
1.265325724617210000000000000000;0.000004139208725995050000000000
1.265826362197600000000000000000;0.000004539796467972760000000000
1.266327396098390000000000000000;0.000004967314122028550000000000
1.266828826790360000000000000000;0.000005422177816960530000000000
1.267330654745060000000000000000;0.000005904640302034640000000000
1.267832880434780000000000000000;0.000006414774070040430000000000
1.268335504332560000000000000000;0.000006952455017028570000000000
1.268838526912180000000000000000;0.000007517347080043810000000000
1.269341948648190000000000000000;0.000008108888108981920000000000
1.269845770015880000000000000000;0.000008726277418991120000000000
1.270349991491290000000000000000;0.000009368465254011580000000000
1.270854613551240000000000000000;0.000010034144434012400000000000
1.271359636673290000000000000000;0.000010721744578945400000000000
1.271865061335760000000000000000;0.000011429428972031800000000000
1.272370888017730000000000000000;0.000012155146451031700000000000
1.272877117199040000000000000000;0.000012896471692003300000000000
1.273383749360320000000000000000;0.000013650765479988900000000000
1.273890784982930000000000000000;0.000014415156069036400000000000
1.274398224549020000000000000000;0.000015186539014000500000000000
1.274906068541500000000000000000;0.000015961594240998500000000000
1.275414317444050000000000000000;0.000016736806787043300000000000
1.275922971741110000000000000000;0.000017508490732010000000000000
1.276432031917920000000000000000;0.000018272816375009000000000000
1.276941498460480000000000000000;0.000019025840259034900000000000
1.277451371855570000000000000000;0.000019763537842054600000000000
1.277961652590730000000000000000;0.000020481838469033100000000000
1.278472341154310000000000000000;0.000021176662142963200000000000
1.278983438035410000000000000000;0.000021843957706990700000000000
1.279494943723930000000000000000;0.000022479741958014700000000000
1.280006858710560000000000000000;0.000023080139156972400000000000
1.280519183486760000000000000000;0.000023641420236031300000000000
1.281031918544790000000000000000;0.000024160041490972600000000000
1.281545064377680000000000000000;0.000024632681833947100000000000
1.282058621479280000000000000000;0.000025056278259993900000000000
1.282572590344190000000000000000;0.000025428058967991200000000000
1.283086971467860000000000000000;0.000025745573598023900000000000
1.283601765346480000000000000000;0.000026006720153959300000000000
1.284116972477060000000000000000;0.000026209768140050800000000000
1.284632593357420000000000000000;0.000026353377683974200000000000
1.285148628486170000000000000000;0.000026436614162017600000000000
1.285665078362710000000000000000;0.000026458958324981900000000000
1.286181943487250000000000000000;0.000026420311531993900000000000
1.286699224360820000000000000000;0.000026320996235007500000000000
1.287216921485230000000000000000;0.000026161751612963100000000000
1.287735035363120000000000000000;0.000025943724414001500000000000
1.288253566497930000000000000000;0.000025668455229999100000000000
1.288772515393910000000000000000;0.000025337860388052700000000000
1.289291882556130000000000000000;0.000024954209796979000000000000
1.289811668490470000000000000000;0.000024520101057024000000000000
1.290331873703620000000000000000;0.000024038430269990300000000000
1.290852498703090000000000000000;0.000023512360017963200000000000
1.291373543997230000000000000000;0.000022945284965048000000000000
1.291895010095180000000000000000;0.000022340795692965500000000000
1.292416897506920000000000000000;0.000021702641140986000000000000
1.292939206743260000000000000000;0.000021034690391053000000000000
1.293461938315810000000000000000;0.000020340894116954700000000000
1.293985092737040000000000000000;0.000019625246455046200000000000
1.294508670520230000000000000000;0.000018891747470051200000000000
1.295032672179490000000000000000;0.000018144367586958600000000000
1.295557098229780000000000000000;0.000017387012940961500000000000
1.296081949186870000000000000000;0.000016623493111045400000000000
1.296607225567390000000000000000;0.000015857491303950000000000000
1.297132927888790000000000000000;0.000015092537294036900000000000
1.297659056669370000000000000000;0.000014331983399951100000000000
1.298185612428260000000000000000;0.000013578983588002900000000000
1.298712595685450000000000000000;0.000012836475818955900000000000
1.299240006961770000000000000000;0.000012107167743025100000000000
1.299767846778870000000000000000;0.000011393525680025700000000000
1.300296115659290000000000000000;0.000010697766935963100000000000
1.300824814126390000000000000000;0.000010021855302966300000000000
1.301353942704400000000000000000;0.000009367499630985600000000000
1.301883501918380000000000000000;0.000008736155272970340000000000
1.302413492294270000000000000000;0.000008129028232994880000000000
1.302943914358850000000000000000;0.000007547081713021870000000000
1.303474768639780000000000000000;0.000006991044909976370000000000
1.304006055665540000000000000000;0.000006461423678993940000000000
1.304537775965510000000000000000;0.000005958512845016810000000000
1.305069930069930000000000000000;0.000005482409902946020000000000
1.305602518509880000000000000000;0.000005033029745971080000000000
1.306135541817330000000000000000;0.000004610120167947150000000000
1.306669000525120000000000000000;0.000004213277986053750000000000
1.307202895166940000000000000000;0.000003841965312001430000000000
1.307737226277370000000000000000;0.000003495525967012190000000000
1.308271994391870000000000000000;0.000003173201642003850000000000
1.308807200046750000000000000000;0.000002874147733034070000000000
1.309342843779230000000000000000;0.000002597448588992360000000000
1.309878926127390000000000000000;0.000002342132078947400000000000
1.310415447630190000000000000000;0.000002107183282973320000000000
1.310952408827490000000000000000;0.000001891557218969280000000000
1.311489810260010000000000000000;0.000001694190299050820000000000
1.312027652469390000000000000000;0.000001514010162018130000000000
1.312565935998120000000000000000;0.000001349942404971220000000000
1.313104661389620000000000000000;0.000001200906796006150000000000
1.313643829188170000000000000000;0.000001065706913050410000000000
1.314183439938970000000000000000;0.000000925117828010080000000000
1.314723494188090000000000000000;0.000000766584264955128000000000
1.315263992482530000000000000000;0.000000638853157042263000000000
1.315804935370150000000000000000;0.000000540550072036794000000000
1.316346323399750000000000000000;0.000000465903863045014000000000
1.316888157121020000000000000000;0.000000405991623986246000000000
1.317430437084530000000000000000;0.000000349557272016909000000000
1.317973163841810000000000000000;0.000000294637894970862000000000
1.318516337945250000000000000000;0.000000243891116968875000000000
1.319059959948170000000000000000;0.000000199194135963587000000000
1.319604030404810000000000000000;0.000000160001070947935000000000
1.320148549870310000000000000000;0.000000125731026034970000000000
1.320693518900750000000000000000;0.000000099101078010477300000000
1.321238938053100000000000000000;0.000000075860702053454100000000
1.321784807885260000000000000000;0.000000056344418020160000000000
1.322331128956070000000000000000;0.000000042162792035505000000000
1.322877901825270000000000000000;0.000000031047962978370000000000
1.323425127053540000000000000000;0.000000022405297950278700000000
1.323972805202480000000000000000;0.000000015804034969590900000000
1.324520936834630000000000000000;0.000000011165378954736100000000
1.325069522513460000000000000000;0.000000007891978959229110000000
1.325618562803360000000000000000;0.000000005070518005467760000000
1.326168058269670000000000000000;0.000000002985297009594490000000
1.326718009478670000000000000000;0.000000001682163963678820000000
1.327268416997570000000000000000;0.000000000856170023766367000000
1.327819281394520000000000000000;0.000000000346870976386526000000
1.328370603238630000000000000000;0.000000000292820989677978000000
1.328922383099930000000000000000;0.000000000250997000961206000000
1.329474621549420000000000000000;0.000000000215607975917465000000
1.330027319159040000000000000000;0.000000000185256032736447000000
1.330580476501690000000000000000;0.000000000159114055264808000000
1.331134094151210000000000000000;0.000000000136592959165682000000
1.331688172682400000000000000000;0.000000000117230003482405000000
1.332242712671030000000000000000;0.000000000100648045453511000000
1.332797714693800000000000000000;0.000000000086524010178834500000
1.333353179328410000000000000000;0.000000000074596995247588900000
1.333909107153490000000000000000;0.000000000064636962449071700000
1.334465498748660000000000000000;0.000000000056449955820880900000
1.335022354694480000000000000000;0.000000000049885984232389500000
1.335579675572520000000000000000;0.000000000044927950249018500000
1.336137461965280000000000000000;0.000000000041571968090181600000
1.336695714456250000000000000000;0.000000000039641956384173200000
1.337254433629900000000000000000;0.000000000038969050208947900000
1.337813620071680000000000000000;0.000000000039424019604439300000
1.338373274368010000000000000000;0.000000000040962011560452500000
1.338933397106300000000000000000;0.000000000043607006894319500000
1.339493988874930000000000000000;0.000000000047401971237093200000
1.340055050263280000000000000000;0.000000000052408966055850200000
1.340616581861720000000000000000;0.000000000058708038430666000000
1.341178584261590000000000000000;0.000000000066404992615787300000
1.341741058055240000000000000000;0.000000000075623951545367200000
1.342304003836010000000000000000;0.000000000086516016573057200000
1.342867422198240000000000000000;0.000000000099286023846900700000
1.343431313737250000000000000000;0.000000000114201981205042000000
1.343995679049390000000000000000;0.000000000131643029810391000000
1.344560518731990000000000000000;0.000000000152162948907630000000
1.345125833383390000000000000000;0.000000000176578973665187000000
1.345691623602930000000000000000;0.000000000206224037846425000000
1.346257889990980000000000000000;0.000000000243614017847449000000
1.346824633148900000000000000000;0.000000000294888002905225000000
1.347391853679080000000000000000;0.000000000392790022729628000000
1.347959552184900000000000000000;0.000000003861475028621440000000
1.348527729270790000000000000000;0.000000011847946956855500000000
1.349096385542170000000000000000;0.000000021892512025445400000000
1.349665521605500000000000000000;0.000000031956078005990200000000
1.350235138068250000000000000000;0.000000041025547958817300000000
1.350805235538930000000000000000;0.000000048783617034864300000000
1.351375814627080000000000000000;0.000000056749799970390300000000
1.351946875943250000000000000000;0.000000066886029048696100000000
1.352518420099040000000000000000;0.000000079439543054782300000000
1.353090447707090000000000000000;0.000000094194175015438500000000
1.353662959381040000000000000000;0.000000111102793964868000000000
1.354235955735620000000000000000;0.000000129712182994624000000000
1.354809437386570000000000000000;0.000000150425563005818000000000
1.355383404950670000000000000000;0.000000173409482995268000000000
1.355957859045770000000000000000;0.000000198502621007179000000000
1.356532800290750000000000000000;0.000000225860516955834000000000
1.357108229305540000000000000000;0.000000256006910004380000000000
1.357684146711120000000000000000;0.000000289054516988685000000000
1.358260553129550000000000000000;0.000000324867425960385000000000
1.358837449183910000000000000000;0.000000363667275959934000000000
1.359414835498360000000000000000;0.000000405970728034610000000000
1.359992712698120000000000000000;0.000000452113865012649000000000
1.360571081409480000000000000000;0.000000502306252037066000000000
1.361149942259770000000000000000;0.000000556759561010089000000000
1.361729295877420000000000000000;0.000000617314137030256000000000
1.362309142891900000000000000000;0.000000686743088951225000000000
