# scripturl01 :: http://climexp.knmi.nl/getindices.cgi?
# NH ice extent from <a href="https://nsidc.org/data/seaice_index">NSIDC Sea Ice Index v3.0</a>
# ice_extent [million km^2] area covered  with at least 15% ice
# institution :: NSIDC
# source :: https://nsidc.org/data/seaice_index
# source_url :: ftp://sidads.colorado.edu/DATASETS/NOAA/G02135/north/monthly/data/
# history :: retrieved from NSIDC and converted 2021-10-04 12:17:56
 1978  -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      -999.9000      -999.9000       11.65000       13.67000    
 1979   15.41000       16.18000       16.34000       15.45000       13.86000       12.53000       10.31000       8.040000       7.050000       8.750000       10.94000       13.34000    
 1980   14.86000       15.96000       16.04000       15.43000       13.79000       12.20000       10.10000       7.980000       7.670000       9.180000       11.38000       13.59000    
 1981   14.91000       15.60000       15.63000       15.01000       13.80000       12.43000       10.27000       7.840000       7.140000       8.860000       10.93000       13.34000    
 1982   15.18000       15.97000       16.04000       15.47000       13.97000       12.48000       10.37000       8.140000       7.300000       9.420000       11.63000       13.64000    
 1983   14.94000       16.01000       16.09000       15.17000       13.49000       12.30000       10.57000       8.190000       7.390000       9.330000       11.46000       13.30000    
 1984   14.47000       15.30000       15.58000       15.01000       13.58000       12.15000       9.980000       7.770000       6.810000       8.560000       10.84000       12.99000    
 1985   14.72000       15.47000       15.89000       15.36000       14.07000       12.22000       9.740000       7.400000       6.700000       8.550000       11.02000       13.05000    
 1986   14.89000       15.78000       15.91000       15.06000       13.38000       11.98000       10.15000       7.980000       7.410000       9.480000       11.45000       13.22000    
 1987   14.97000       16.05000       15.82000       15.21000       13.74000       12.49000       10.33000       7.630000       7.280000       9.050000       11.22000      -9999.000    
 1988  -9999.000       15.58000       15.96000       15.12000       13.56000       11.94000       9.810000       7.890000       7.370000       9.130000       11.33000       13.63000    
 1989   14.95000       15.50000       15.42000       14.33000       13.04000       12.24000       10.13000       7.880000       7.010000       8.830000       11.12000       13.39000    
 1990   14.78000       15.58000       15.87000       14.65000       13.23000       11.64000       9.250000       6.800000       6.140000       8.480000       11.08000       13.11000    
 1991   14.36000       15.25000       15.42000       14.86000       13.47000       12.11000       9.510000       7.420000       6.470000       8.540000       10.88000       12.95000    
 1992   14.64000       15.46000       15.48000       14.68000       13.22000       12.15000       10.32000       7.930000       7.470000       9.320000       11.38000       13.41000    
 1993   14.90000       15.69000       15.81000       15.08000       13.37000       11.87000       9.480000       7.330000       6.400000       8.790000       11.32000       13.32000    
 1994   14.73000       15.56000       15.55000       14.89000       13.62000       12.02000       9.930000       7.640000       7.140000       8.920000       11.12000       13.27000    
 1995   14.59000       15.23000       15.26000       14.45000       12.97000       11.44000       8.990000       6.740000       6.080000       7.830000       10.76000       12.92000    
 1996   14.18000       15.15000       15.12000       14.22000       13.09000       12.08000       10.16000       8.180000       7.580000       9.160000       10.40000       12.86000    
 1997   14.42000       15.44000       15.47000       14.56000       13.18000       11.74000       9.410000       7.290000       6.690000       8.340000       10.68000       13.08000    
 1998   14.72000       15.75000       15.60000       14.89000       13.59000       11.71000       9.420000       7.510000       6.540000       8.450000       10.44000       12.76000    
 1999   14.36000       15.31000       15.40000       15.08000       13.75000       11.78000       9.490000       7.230000       6.120000       8.600000       10.80000       12.64000    
 2000   14.22000       15.14000       15.22000       14.56000       13.15000       11.67000       9.510000       7.170000       6.250000       8.380000       10.32000       12.64000    
 2001   14.20000       15.21000       15.52000       14.86000       13.51000       11.46000       9.070000       7.460000       6.730000       8.300000       10.66000       12.49000    
 2002   14.27000       15.34000       15.35000       14.30000       12.97000       11.58000       9.270000       6.600000       5.830000       8.160000       10.34000       12.61000    
 2003   14.39000       15.19000       15.48000       14.51000       13.02000       11.60000       9.210000       6.940000       6.120000       7.850000       10.13000       12.59000    
 2004   14.03000       14.91000       14.99000       13.99000       12.56000       11.45000       9.430000       6.850000       5.980000       7.930000       10.34000       12.55000    
 2005   13.66000       14.37000       14.69000       14.09000       12.91000       11.16000       8.650000       6.300000       5.500000       7.350000       10.22000       12.23000    
 2006   13.47000       14.32000       14.42000       13.91000       12.52000       10.92000       8.460000       6.500000       5.860000       7.540000       9.660000       11.95000    
 2007   13.70000       14.51000       14.54000       13.85000       12.78000       11.22000       7.940000       5.340000       4.270000       6.040000       9.760000       12.03000    
 2008   13.89000       14.95000       15.18000       14.35000       12.97000       11.21000       8.680000       5.910000       4.690000       7.350000       10.34000       12.36000    
 2009   13.91000       14.81000       14.98000       14.50000       13.19000       11.32000       8.470000       6.140000       5.260000       6.920000       9.770000       12.20000    
 2010   13.74000       14.58000       15.14000       14.66000       12.87000       10.59000       8.070000       5.870000       4.870000       6.980000       9.610000       11.83000    
 2011   13.46000       14.36000       14.55000       14.11000       12.68000       10.75000       7.720000       5.500000       4.560000       6.460000       9.770000       12.15000    
 2012   13.73000       14.55000       15.20000       14.63000       13.01000       10.67000       7.670000       4.720000       3.570000       5.890000       9.390000       12.01000    
 2013   13.70000       14.72000       15.03000       14.30000       13.00000       11.36000       8.130000       6.010000       5.210000       7.450000       9.940000       12.18000    
 2014   13.65000       14.42000       14.76000       14.09000       12.70000       11.03000       8.110000       6.080000       5.220000       7.230000       10.11000       12.35000    
 2015   13.60000       14.40000       14.37000       13.89000       12.47000       10.88000       8.380000       5.600000       4.620000       6.970000       9.850000       12.04000    
 2016   13.46000       14.20000       14.40000       13.68000       11.92000       10.41000       7.940000       5.370000       4.530000       6.080000       8.660000       11.46000    
 2017   13.19000       14.12000       14.29000       13.75000       12.63000       10.76000       7.940000       5.480000       4.820000       6.770000       9.490000       11.74000    
 2018   13.08000       13.97000       14.30000       13.70000       12.23000       10.78000       8.270000       5.610000       4.790000       6.130000       9.820000       11.86000    
 2019   13.57000       14.39000       14.57000       13.43000       12.19000       10.59000       7.590000       5.030000       4.360000       5.730000       9.350000       11.90000    
 2020   13.64000       14.64000       14.73000       13.62000       12.34000       10.59000       7.290000       5.070000       4.000000       5.330000       8.990000       11.73000    
 2021   13.48000       14.39000       14.64000       13.84000       12.66000       10.71000       7.690000       5.750000       4.920000      -999.9000      -999.9000      -999.9000    
